rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes,is_outlier
537695,390673,mobile,ended,-31.0,,False
537729,379686,mobile,ended,10.0,,False
537825,392368,connect,ended,5.0,,False
537874,390481,mobile,ended,-31.0,,False
538079,332191,mobile,canceled,,,False
538085,337112,mobile,ended,17.0,,False
538100,194276,mobile,ended,1734.0,,True
538119,356061,mobile,ended,48.0,,False
538140,375774,mobile,ended,31.0,,False
538213,228359,connect,ended,23.0,,False
538224,340014,connect,canceled,,180.0,False
538239,356203,mobile,ended,1872.0,,True
538307,379704,mobile,ended,-210.0,,True
538541,372468,mobile,ended,-18.0,,False
538587,389035,mobile,ended,5.0,,False
538589,348082,mobile,ended,-46.0,,False
538598,384688,connect,ended,-7.0,,False
538643,352436,mobile,ended,13.0,,False
538762,369447,connect,ended,122.0,,False
538771,372205,mobile,ended,19.0,,False
538851,403031,mobile,ended,,,False
538870,176670,connect,ended,-30.0,,False
538873,409581,mobile,ended,165.0,,False
539040,409628,mobile,ended,-108.0,,False
539082,406302,mobile,ended,-115.0,,False
539120,311227,mobile,ended,42.0,,False
539122,404532,mobile,ended,-2.0,,False
539149,371520,mobile,ended,-75.0,,False
539217,244108,mobile,ended,-203.0,,True
539219,340112,mobile,ended,,,False
539298,356407,mobile,ended,0.0,30.0,False
539326,407838,mobile,canceled,,,False
539337,381470,mobile,ended,-238.0,,True
539385,355817,mobile,ended,111.0,0.0,False
539411,375389,mobile,ended,-96.0,,False
539475,286751,connect,ended,26.0,,False
539543,380128,mobile,ended,620.0,,True
539730,179573,mobile,ended,-53.0,,False
539733,384479,mobile,ended,73.0,660.0,False
539791,349861,mobile,ended,670.0,,True
539803,314208,mobile,ended,7.0,,False
539933,335970,mobile,ended,-25.0,,False
539941,393617,mobile,ended,83.0,,False
540129,402773,mobile,ended,50.0,,False
540149,400952,mobile,ended,-12.0,,False
540216,365531,mobile,ended,21.0,,False
540270,405564,mobile,ended,1000.0,,True
540274,408331,mobile,ended,-1006.0,,True
540286,366587,mobile,canceled,,,False
540321,373871,mobile,canceled,,,False
540323,266895,mobile,ended,,,False
540372,385721,connect,ended,48.0,0.0,False
540680,274476,mobile,ended,-4.0,,False
540693,258243,mobile,ended,59.0,,False
540731,363658,mobile,canceled,,,False
540734,367531,mobile,ended,-36.0,,False
540739,361185,mobile,ended,1798.0,,True
540773,373367,mobile,ended,10.0,,False
540907,368391,mobile,ended,-39.0,,False
540930,324683,mobile,ended,126.0,,False
540963,339442,mobile,ended,18.0,,False
540998,351597,connect,ended,-75.0,,False
541045,349209,mobile,ended,-178.0,,False
541050,382524,mobile,ended,242.0,,True
541094,409625,mobile,ended,-16.0,,False
541136,220513,mobile,ended,-1188.0,,True
541150,342699,connect,ended,211.0,,False
541154,406532,mobile,ended,60.0,,False
541297,189709,mobile,ended,407.0,,True
541362,376901,connect,ended,9.0,,False
541475,409659,mobile,ended,145.0,,False
541493,285241,connect,ended,226.0,540.0,True
541498,351660,connect,ended,3.0,,False
541516,344309,mobile,ended,6.0,,False
541529,409005,mobile,ended,17.0,,False
541532,323889,connect,ended,26.0,,False
541582,334190,connect,canceled,,60.0,False
551077,335970,mobile,canceled,,,False
551096,360264,mobile,canceled,,,False
551110,345408,mobile,ended,-5.0,,False
551209,341861,connect,ended,-15.0,,False
551242,406995,mobile,ended,132.0,540.0,False
551310,319886,connect,ended,-636.0,510.0,True
551341,365760,connect,ended,-5.0,,False
551372,261576,mobile,canceled,,210.0,False
551404,388895,mobile,ended,48.0,,False
551498,272475,mobile,ended,136.0,,False
551538,297355,mobile,ended,,,False
551581,395483,mobile,ended,-32.0,,False
551710,333634,mobile,ended,7.0,,False
551735,351454,mobile,ended,165.0,,False
551736,386747,mobile,ended,,,False
551846,340833,mobile,canceled,,,False
551851,363658,mobile,canceled,,,False
551858,390608,connect,ended,-15.0,,False
551958,403265,connect,canceled,,0.0,False
551967,373050,mobile,ended,,,False
552155,412870,mobile,canceled,,,False
552168,412021,mobile,ended,-8.0,360.0,False
552173,359880,connect,ended,48.0,,False
552177,298117,connect,ended,147.0,,False
552210,400088,mobile,ended,574.0,,True
552226,295992,mobile,canceled,,,False
552481,373677,mobile,ended,2.0,,False
552583,401475,connect,ended,11.0,,False
552622,270091,mobile,ended,1259.0,,True
552795,355041,mobile,ended,-10.0,,False
552865,312351,connect,canceled,,,False
559708,400150,mobile,ended,491.0,,True
559764,345956,mobile,ended,22.0,,False
559858,184847,mobile,ended,50.0,,False
559868,358772,connect,ended,-15.0,,False
559883,364783,mobile,ended,49.0,660.0,False
559887,406161,mobile,ended,5.0,,False
559973,374486,mobile,ended,142.0,,False
560019,412295,mobile,ended,-18.0,,False
560092,341037,connect,ended,-40.0,,False
560180,376684,mobile,ended,-55.0,,False
560227,402528,connect,ended,12.0,,False
560266,411958,mobile,canceled,,,False
560302,313955,mobile,ended,-107.0,,False
560516,411916,mobile,ended,24.0,,False
560539,212965,connect,ended,-6.0,,False
560577,306607,connect,ended,-151.0,,False
560696,399528,connect,ended,-865.0,600.0,True
560940,391519,connect,ended,-325.0,,True
560968,390702,connect,canceled,,,False
560983,407733,mobile,ended,18.0,,False
560997,411092,mobile,ended,-12.0,,False
506571,378463,mobile,canceled,,,False
506759,358438,mobile,ended,82.0,,False
506775,273591,mobile,ended,2.0,,False
506920,374128,mobile,ended,81.0,,False
509020,239664,mobile,canceled,,,False
509972,200364,mobile,ended,-664.0,,True
510377,402597,mobile,canceled,,,False
510877,321019,mobile,ended,185.0,,False
511321,365894,mobile,ended,-2.0,,False
511478,276641,mobile,ended,2.0,,False
511798,396755,mobile,ended,,,False
511998,358775,mobile,ended,,,False
512285,385351,mobile,ended,,,False
512670,371214,connect,ended,-75.0,,False
513582,388767,mobile,ended,28.0,,False
514480,383962,mobile,canceled,,,False
514686,315436,mobile,ended,2427.0,,True
514866,333750,mobile,ended,-90.0,,False
514937,284286,mobile,ended,-88.0,,False
515309,302945,mobile,ended,-82.0,,False
516019,301422,mobile,ended,22.0,,False
516260,373856,mobile,ended,-180.0,,False
516450,392776,mobile,ended,-26.0,,False
516650,300251,mobile,ended,-79.0,,False
518467,267135,mobile,ended,53.0,,False
518605,370049,mobile,ended,82.0,,False
518810,180787,mobile,canceled,,,False
520028,314685,mobile,ended,32.0,,False
520491,382901,mobile,ended,-54.0,,False
520994,361262,mobile,canceled,,,False
521123,337308,mobile,ended,5.0,,False
522996,385174,mobile,canceled,,,False
523478,391519,connect,ended,,,False
523656,354036,mobile,canceled,,,False
524276,374486,mobile,ended,50.0,510.0,False
524762,402894,mobile,ended,13.0,,False
525195,362531,connect,canceled,,,False
525379,377621,mobile,ended,-33.0,,False
525766,382884,mobile,ended,-85.0,,False
526479,294327,connect,ended,-34.0,,False
527084,396857,mobile,ended,82.0,,False
527094,360935,mobile,canceled,,,False
527402,217076,mobile,ended,-327.0,,True
527865,382634,mobile,ended,,,False
528132,395790,mobile,ended,3.0,,False
528872,395598,mobile,ended,-8.0,210.0,False
528904,335970,mobile,ended,10.0,,False
530462,380128,mobile,ended,8.0,,False
530730,399200,mobile,ended,65.0,,False
530739,358801,mobile,ended,91.0,,False
530836,300580,mobile,ended,-54.0,,False
531024,377924,mobile,ended,-172.0,,False
531385,397952,mobile,ended,-25.0,,False
531395,388685,mobile,ended,228.0,,True
531458,401276,mobile,ended,52.0,,False
531517,242626,mobile,ended,4.0,,False
531593,388736,mobile,ended,77.0,,False
532309,407297,mobile,ended,-105.0,,False
532392,355278,mobile,ended,1.0,,False
532575,365926,connect,canceled,,360.0,False
532658,381938,mobile,ended,73.0,,False
532948,338144,mobile,ended,-142.0,,False
533107,371890,mobile,ended,271.0,,True
533136,392321,mobile,ended,12.0,,False
533142,310553,connect,ended,,360.0,False
533784,275295,mobile,ended,-79.0,,False
561047,316892,mobile,ended,150.0,,False
561125,195977,connect,ended,-110.0,30.0,False
561187,391075,mobile,ended,,,False
561203,393044,mobile,ended,-11.0,,False
561502,410853,mobile,ended,-1.0,,False
561620,366082,mobile,ended,-1.0,,False
561745,406575,mobile,ended,16.0,,False
561803,403380,mobile,ended,305.0,,True
561823,349006,mobile,ended,204.0,,False
561887,408927,mobile,canceled,,,False
561928,402083,connect,ended,154.0,,False
561953,328816,mobile,ended,53.0,,False
561958,298117,connect,canceled,,,False
562009,352076,connect,ended,,,False
562027,379931,mobile,ended,29.0,30.0,False
562088,414852,mobile,ended,793.0,,True
562100,229304,mobile,ended,1453.0,,True
562222,380497,mobile,ended,110.0,,False
562295,338969,connect,canceled,,,False
562297,411776,mobile,ended,105.0,,False
562472,407368,mobile,ended,17.0,,False
562547,182693,mobile,ended,38.0,,False
562651,310490,mobile,ended,226.0,,True
564747,302441,mobile,ended,14.0,,False
564755,354809,mobile,ended,-102.0,,False
564954,280191,mobile,ended,116.0,,False
565207,354036,mobile,canceled,,,False
565220,404345,mobile,ended,-610.0,,True
565400,326599,mobile,ended,59.0,,False
565442,337198,mobile,ended,-90.0,,False
565491,405572,mobile,ended,115.0,,False
565513,407540,mobile,ended,-65.0,,False
565610,385073,mobile,ended,-18.0,120.0,False
565635,167788,mobile,ended,-7.0,,False
565805,313432,mobile,ended,7.0,,False
565956,366872,connect,ended,27.0,,False
565957,415050,mobile,ended,-36.0,,False
566099,330318,mobile,ended,123.0,,False
566154,415888,mobile,canceled,,,False
566508,307439,mobile,ended,319.0,90.0,True
566538,390509,connect,ended,39.0,,False
566540,314845,mobile,ended,-47.0,,False
566663,229646,mobile,ended,8.0,,False
566707,374977,mobile,ended,9.0,,False
566923,346519,mobile,ended,-43.0,360.0,False
567072,342699,connect,canceled,,,False
567178,415953,mobile,ended,145.0,,False
567274,187012,mobile,ended,-7.0,,False
567309,379674,mobile,ended,15.0,,False
567391,409612,mobile,ended,8.0,,False
567517,358103,mobile,ended,5.0,0.0,False
567524,310336,mobile,ended,-9.0,,False
567542,383384,mobile,ended,-563.0,,True
567562,414755,mobile,ended,6.0,,False
567691,349147,mobile,ended,87.0,,False
567693,363761,mobile,ended,114.0,,False
567708,294059,mobile,ended,283.0,,True
567717,378689,mobile,ended,61.0,,False
567718,393044,connect,ended,99.0,,False
567803,389604,mobile,ended,15.0,,False
568078,239925,mobile,ended,-47.0,,False
568327,391379,connect,ended,-32.0,,False
568502,281341,mobile,ended,-134.0,,False
568864,368436,mobile,ended,11.0,,False
568955,295783,connect,canceled,,,False
568976,375834,mobile,ended,91.0,60.0,False
568995,347556,mobile,canceled,,,False
569026,332588,connect,canceled,,,False
504899,257398,mobile,ended,,,False
505560,320824,connect,ended,-137.0,120.0,False
507200,327708,mobile,ended,131.0,,False
507256,345408,mobile,ended,95.0,,False
509048,307793,connect,ended,77.0,,False
509551,277669,mobile,ended,322.0,,True
509727,388111,mobile,ended,25.0,,False
510009,392268,mobile,canceled,,,False
510586,393908,mobile,ended,0.0,300.0,False
512004,341484,mobile,ended,-88.0,,False
512500,365112,mobile,ended,-2.0,,False
515684,379947,mobile,ended,,,False
515726,351996,mobile,ended,36.0,,False
516592,395157,mobile,ended,-4.0,,False
516870,387761,mobile,canceled,,,False
517951,343602,mobile,ended,0.0,,False
518604,361997,mobile,ended,-30.0,,False
518805,265239,connect,canceled,,,False
519255,399603,mobile,canceled,,,False
519386,369761,mobile,ended,-32.0,,False
519548,392656,mobile,ended,,,False
520010,311849,mobile,ended,10.0,,False
521046,280534,mobile,ended,-121.0,,False
521054,307362,mobile,ended,83.0,,False
522152,398195,mobile,canceled,,,False
522370,404073,mobile,ended,307.0,,True
523081,359343,mobile,ended,,,False
523099,396518,mobile,ended,2867.0,,True
523250,364907,connect,ended,-16.0,30.0,False
523604,346672,mobile,ended,-11.0,,False
524111,404337,mobile,canceled,,,False
525663,383997,mobile,ended,59.0,,False
525693,404853,mobile,ended,,,False
525951,402911,mobile,ended,,,False
526031,383079,mobile,canceled,,,False
526992,337557,mobile,ended,,,False
527526,309070,connect,canceled,,,False
528086,361806,mobile,ended,-71.0,,False
528364,393465,mobile,ended,122.0,,False
528470,257207,mobile,ended,97.0,,False
528480,333407,mobile,ended,-54.0,,False
528833,312110,mobile,canceled,,,False
528864,348237,mobile,ended,87.0,,False
528967,348999,connect,ended,8.0,,False
529692,224967,mobile,ended,16.0,,False
529888,281116,mobile,ended,169.0,,False
530120,348442,mobile,ended,-138.0,,False
530542,380799,mobile,ended,36.0,,False
530691,301068,mobile,ended,8.0,,False
530779,380658,mobile,ended,,,False
530815,375915,mobile,ended,36.0,,False
532053,378916,mobile,canceled,,,False
532447,296967,connect,canceled,,,False
532784,387403,mobile,ended,-21.0,,False
533029,265239,connect,ended,-108.0,,False
533092,307364,connect,ended,-14.0,,False
533154,374646,mobile,ended,-28.0,,False
533235,390656,connect,canceled,,,False
533798,404688,mobile,ended,-27.0,270.0,False
534185,404041,connect,ended,0.0,,False
534197,321623,mobile,ended,70.0,,False
534373,346139,mobile,ended,-85.0,,False
534422,377670,connect,ended,-6.0,,False
534657,382279,mobile,ended,-36.0,,False
534756,396435,connect,ended,-20.0,,False
562734,336752,mobile,canceled,,,False
562831,415013,mobile,canceled,,,False
562908,370997,connect,ended,-614.0,,True
562957,412039,mobile,ended,-66.0,,False
563006,350603,mobile,ended,180.0,,False
563019,414937,mobile,ended,-541.0,,True
563046,372567,mobile,ended,-16.0,,False
563181,360334,mobile,canceled,,,False
563380,359365,mobile,ended,91.0,,False
563381,400747,mobile,ended,12.0,,False
563443,342699,connect,ended,-1.0,570.0,False
563512,350801,mobile,ended,19.0,,False
563547,358975,mobile,ended,32.0,,False
563557,415157,mobile,ended,3.0,,False
563651,397817,mobile,ended,21.0,,False
563702,414525,mobile,ended,-97.0,,False
563780,366371,connect,ended,-84.0,,False
563814,369582,mobile,ended,37.0,,False
564108,409516,mobile,ended,34.0,,False
564161,381499,connect,ended,-100.0,,False
564186,385523,connect,ended,-5.0,,False
564275,413333,mobile,ended,-235.0,,True
564329,372346,mobile,ended,-83.0,,False
564437,276222,mobile,ended,78.0,,False
564459,387500,mobile,canceled,,,False
564474,349006,mobile,ended,-48.0,,False
564495,363658,mobile,ended,,,False
564518,389104,mobile,ended,7.0,30.0,False
564560,407419,connect,ended,18.0,,False
564607,212965,connect,ended,51.0,,False
564740,410933,mobile,ended,,,False
564846,375606,mobile,ended,-5.0,,False
564975,410255,connect,ended,-19.0,,False
565125,392214,mobile,ended,6.0,,False
565216,375704,mobile,ended,3.0,,False
565248,373700,mobile,ended,13.0,,False
565415,227386,mobile,ended,,,False
565417,390615,mobile,ended,646.0,,True
565699,194695,mobile,ended,57.0,,False
565759,409863,mobile,ended,266.0,30.0,True
565761,385008,connect,ended,1.0,,False
565777,195977,connect,ended,-2.0,,False
565804,364523,mobile,ended,8.0,,False
506742,395953,mobile,canceled,,,False
507007,368840,mobile,ended,-7.0,,False
507101,391193,mobile,ended,-19.0,,False
507265,265239,connect,canceled,,,False
508138,304515,mobile,ended,,,False
510231,382906,mobile,ended,287.0,,True
511240,187012,mobile,ended,109.0,,False
512515,312078,connect,canceled,,,False
512629,269750,mobile,ended,-205.0,,True
512679,176220,connect,ended,8.0,,False
513478,387368,mobile,ended,72.0,,False
513917,378264,mobile,ended,38.0,,False
514344,279328,mobile,ended,-12.0,,False
515323,374213,mobile,canceled,,,False
516988,314642,mobile,ended,,,False
517771,387761,mobile,ended,-2.0,,False
518099,383670,mobile,ended,,,False
518368,368132,mobile,ended,-77.0,720.0,False
519033,388408,mobile,canceled,,,False
519244,404192,mobile,ended,,,False
519493,389219,mobile,ended,19.0,120.0,False
519886,226488,mobile,ended,8.0,,False
520701,377591,connect,canceled,,,False
520878,289720,connect,ended,-42.0,120.0,False
521240,258017,mobile,ended,124.0,,False
521297,340699,mobile,ended,-53.0,,False
521403,316678,connect,ended,-31.0,60.0,False
521658,246316,mobile,ended,-83.0,,False
521861,379226,mobile,ended,,,False
524107,223458,mobile,canceled,,,False
524490,322943,mobile,ended,128.0,,False
524771,341861,connect,ended,-11.0,,False
525047,399590,connect,ended,-30.0,,False
525083,404215,mobile,ended,,,False
525441,348127,mobile,ended,-151.0,,False
526436,349720,mobile,canceled,,,False
526550,406310,mobile,ended,-27.0,,False
527037,266895,mobile,ended,-20.0,,False
527181,407000,mobile,ended,,,False
527246,403736,mobile,ended,-12.0,,False
527504,347222,mobile,canceled,,,False
527868,339269,mobile,ended,,,False
527888,349142,mobile,ended,118.0,,False
528046,369493,mobile,ended,139.0,,False
528054,325328,connect,ended,-5.0,,False
528608,364276,connect,ended,17.0,,False
529195,303137,mobile,ended,-531.0,,True
529439,400085,mobile,canceled,,,False
529952,354102,mobile,ended,231.0,,True
530505,405382,mobile,ended,40.0,,False
530530,318911,mobile,ended,-5.0,,False
530724,397728,mobile,ended,5.0,270.0,False
530984,169170,mobile,ended,3437.0,,True
531229,393185,mobile,ended,-71.0,,False
531559,405433,mobile,ended,-57.0,,False
531654,406866,mobile,ended,70.0,,False
531736,390708,mobile,ended,-118.0,,False
531748,216759,mobile,ended,322.0,,True
531883,388993,mobile,ended,110.0,,False
531942,334859,mobile,ended,-130.0,,False
532719,382771,mobile,ended,56.0,,False
532911,406609,mobile,canceled,,,False
533216,324821,connect,ended,-37.0,,False
533311,394217,mobile,canceled,,,False
533382,402806,mobile,canceled,,,False
565833,411913,mobile,ended,,,False
565884,411804,mobile,ended,53.0,,False
504970,171524,mobile,ended,263.0,,True
506061,331308,mobile,ended,,,False
506103,228703,connect,canceled,,,False
507043,313071,mobile,ended,2.0,,False
508109,328900,connect,ended,-151.0,,False
511817,397395,mobile,ended,347.0,,True
511944,374290,mobile,canceled,,,False
512123,399863,mobile,ended,3.0,,False
512276,251815,connect,ended,-135.0,,False
513036,387670,mobile,canceled,,,False
513093,271621,mobile,canceled,,,False
513241,280534,mobile,ended,,,False
514593,315427,mobile,canceled,,,False
514702,390350,mobile,ended,213.0,,False
515327,398649,mobile,ended,,,False
516456,393549,mobile,ended,-49.0,,False
516676,283735,mobile,canceled,,,False
517435,288953,mobile,ended,-113.0,,False
517515,385629,connect,ended,33.0,,False
517948,396326,mobile,ended,-24.0,,False
519179,390608,connect,ended,-9.0,,False
519484,227691,mobile,ended,396.0,,True
519665,381233,mobile,ended,,,False
519955,381981,mobile,canceled,,,False
520852,386221,connect,ended,-91.0,,False
520877,369200,connect,ended,-13.0,,False
521894,405541,mobile,ended,9.0,,False
521969,354493,mobile,ended,-54.0,210.0,False
522582,364236,mobile,ended,74.0,,False
523804,398564,mobile,ended,171.0,,False
524888,380318,mobile,ended,4.0,,False
524989,381869,mobile,ended,48.0,,False
525106,385721,connect,ended,-439.0,,True
525120,386624,mobile,canceled,,,False
525122,288043,mobile,ended,50.0,,False
525179,370765,mobile,ended,-14.0,,False
525205,336314,mobile,canceled,,,False
525532,369845,mobile,ended,-29.0,,False
525979,286751,connect,ended,-64.0,,False
526456,258737,mobile,ended,-131.0,,False
526620,317770,connect,ended,-6.0,,False
526857,335591,mobile,ended,142.0,,False
526888,399590,mobile,canceled,,,False
527822,343593,mobile,ended,98.0,,False
528753,401604,mobile,ended,68.0,,False
529274,406948,mobile,ended,-45.0,,False
529302,334360,mobile,canceled,,,False
529420,369493,mobile,ended,121.0,,False
530088,400932,mobile,ended,116.0,,False
530747,239754,mobile,ended,4.0,,False
530978,377847,mobile,ended,21.0,,False
531407,388231,mobile,ended,-1.0,,False
531952,338940,mobile,ended,320.0,0.0,True
532091,402553,mobile,ended,46.0,,False
532105,372716,mobile,ended,-4.0,,False
532118,378239,mobile,ended,-3.0,,False
532173,375883,connect,canceled,,,False
532563,289171,mobile,canceled,,,False
532790,379984,mobile,ended,-9.0,,False
532798,404571,mobile,ended,45.0,,False
532834,391650,mobile,ended,-56.0,,False
532985,229411,mobile,ended,15.0,,False
533009,407371,mobile,ended,1052.0,,True
533340,384657,connect,ended,-163.0,,False
533697,373989,mobile,canceled,,,False
533699,402926,mobile,canceled,,,False
533729,326968,mobile,ended,6.0,,False
533897,403794,mobile,ended,1540.0,,True
533904,228703,connect,ended,-21.0,330.0,False
534102,204781,mobile,canceled,,,False
534446,342924,mobile,ended,13.0,,False
535356,398105,mobile,ended,80.0,,False
535449,341076,mobile,ended,55.0,,False
535527,267908,mobile,ended,702.0,,True
535577,375774,mobile,canceled,,,False
535662,276276,mobile,ended,3.0,,False
535690,313432,mobile,ended,84.0,60.0,False
535741,376791,connect,ended,-191.0,,True
535744,401436,mobile,ended,8.0,,False
535914,265239,connect,ended,44.0,120.0,False
535944,366981,connect,ended,36.0,,False
535971,334223,mobile,ended,28.0,,False
535981,368432,mobile,ended,2.0,,False
536013,355842,connect,ended,-24.0,,False
536236,392147,mobile,ended,3.0,,False
536290,407714,mobile,ended,7.0,,False
536304,298388,mobile,ended,-10.0,,False
536538,298516,connect,ended,26.0,,False
536554,382640,mobile,ended,-65.0,,False
536582,362229,mobile,ended,29.0,,False
536610,328866,mobile,ended,-58.0,0.0,False
536633,395684,mobile,canceled,,,False
536755,310810,mobile,ended,135.0,,False
536773,358978,connect,canceled,,,False
536820,404562,mobile,ended,485.0,,True
536922,230527,mobile,ended,152.0,,False
537135,359485,connect,ended,-42.0,,False
537244,403153,mobile,ended,-17.0,,False
537267,323008,mobile,canceled,,,False
537347,408445,mobile,canceled,,,False
537363,369536,mobile,ended,-180.0,,False
537384,383804,connect,ended,-50.0,,False
537454,193354,mobile,ended,36.0,,False
537518,350149,mobile,ended,267.0,60.0,True
537612,355549,mobile,ended,36.0,,False
537672,311646,mobile,canceled,,,False
537676,334190,connect,ended,39.0,,False
537694,321356,mobile,canceled,,,False
552917,372293,mobile,ended,17.0,,False
552937,410354,mobile,ended,-34.0,,False
552949,352528,connect,ended,-119.0,270.0,False
553049,401470,mobile,ended,,,False
553061,285241,mobile,ended,10.0,,False
553064,392214,mobile,ended,308.0,,True
553151,401387,mobile,ended,-1.0,,False
553163,396049,mobile,ended,,,False
553238,400184,mobile,canceled,,,False
553272,395633,mobile,ended,1594.0,,True
553294,394380,mobile,ended,-113.0,720.0,False
553325,368840,mobile,ended,111.0,,False
553326,403706,mobile,ended,-61.0,,False
553329,398243,mobile,ended,32.0,,False
553503,284799,connect,ended,40.0,,False
553648,362187,connect,canceled,,,False
553661,370656,mobile,ended,171.0,,False
553756,376892,mobile,ended,248.0,,True
553842,348526,connect,ended,27.0,,False
553901,392147,mobile,ended,9.0,,False
553963,390213,mobile,ended,,,False
554062,394024,mobile,ended,-48.0,0.0,False
554112,412285,mobile,ended,35.0,,False
554124,392847,connect,ended,-9.0,,False
554152,383949,mobile,ended,,,False
554161,300469,mobile,canceled,,,False
554229,372002,mobile,ended,2332.0,,True
554280,401475,connect,ended,39.0,450.0,False
554282,388568,mobile,ended,27.0,,False
554381,410467,mobile,canceled,,,False
554589,340201,mobile,ended,149.0,,False
554619,412760,mobile,ended,71.0,,False
554656,396326,mobile,ended,-12.0,,False
541597,409206,mobile,ended,-141.0,,False
541645,312716,mobile,ended,39.0,,False
541917,298827,mobile,ended,-32.0,,False
541939,291932,connect,canceled,,,False
541998,262344,connect,ended,-147.0,,False
542003,407084,mobile,ended,306.0,,True
542042,196898,mobile,ended,5.0,,False
542315,352076,mobile,ended,-1.0,,False
542338,333794,mobile,ended,55.0,,False
542348,346315,mobile,canceled,,,False
542448,256877,mobile,ended,-100.0,,False
542462,399161,mobile,ended,-123.0,,False
542523,353781,mobile,ended,6.0,,False
542618,171249,mobile,canceled,,,False
542645,209377,mobile,ended,10.0,,False
542676,340616,connect,canceled,,,False
542695,366071,mobile,ended,33.0,,False
542696,336433,mobile,ended,19.0,,False
542783,410323,mobile,ended,-37.0,,False
542802,282159,mobile,ended,-29.0,,False
542804,342595,mobile,ended,-37.0,,False
542823,383126,mobile,ended,-8.0,,False
542925,368367,mobile,ended,2338.0,,True
542971,314456,connect,ended,-26.0,690.0,False
542986,379894,mobile,ended,-49.0,,False
543034,381304,mobile,ended,371.0,,True
543059,281116,mobile,ended,76.0,,False
543095,359641,mobile,canceled,,,False
543107,381787,connect,canceled,,,False
543198,166872,mobile,ended,-17.0,,False
543212,290140,connect,ended,-24.0,,False
543255,408300,mobile,ended,1127.0,,True
543268,406076,mobile,ended,-25.0,,False
543277,265239,connect,ended,-63.0,360.0,False
543283,314897,mobile,ended,-56.0,720.0,False
543337,334118,mobile,ended,-72.0,,False
543352,339855,mobile,ended,-21.0,,False
543491,348840,mobile,ended,93.0,,False
543542,359699,mobile,ended,14.0,,False
543582,347660,connect,ended,-712.0,420.0,True
543600,374349,mobile,ended,-53.0,,False
543621,257291,mobile,ended,75.0,,False
543677,320243,mobile,ended,-3.0,,False
543694,375355,mobile,ended,-115.0,,False
543728,370265,mobile,ended,19.0,,False
543773,339818,mobile,ended,-27.0,,False
543877,294189,mobile,ended,,360.0,False
543900,386271,mobile,ended,16.0,,False
543979,387976,mobile,ended,7.0,,False
544040,316806,mobile,ended,1399.0,,True
544085,373726,mobile,ended,37.0,,False
544088,404130,connect,ended,26.0,,False
544144,371162,connect,canceled,,,False
544239,296360,mobile,canceled,,,False
544326,348294,connect,ended,-62.0,,False
544391,392479,mobile,ended,18.0,,False
544684,407883,mobile,canceled,,,False
544819,401470,mobile,ended,39.0,570.0,False
544878,351258,mobile,ended,29.0,,False
544905,378591,mobile,ended,,,False
544934,352955,mobile,ended,20.0,,False
544939,403749,mobile,ended,-17.0,,False
545000,402566,mobile,ended,-52.0,,False
545022,363918,mobile,ended,489.0,60.0,True
545060,405938,mobile,ended,4.0,,False
545101,403354,mobile,canceled,,,False
554723,407397,mobile,canceled,,,False
554838,404602,mobile,ended,668.0,,True
554842,383485,mobile,ended,21.0,,False
554846,403240,connect,ended,-39.0,,False
554904,386035,mobile,ended,32.0,,False
554942,382444,mobile,ended,-11.0,240.0,False
554980,381481,mobile,ended,-11.0,,False
555028,358326,mobile,ended,4966.0,,True
555207,228695,mobile,ended,43.0,,False
555222,374347,mobile,ended,198.0,,False
555268,376876,mobile,ended,-40.0,,False
555356,406475,mobile,ended,-36.0,,False
555455,311695,mobile,canceled,,,False
555494,380480,connect,ended,193.0,,False
555503,346305,mobile,ended,-17.0,180.0,False
555524,306723,mobile,ended,11.0,,False
555596,346952,mobile,ended,-51.0,,False
555678,378510,mobile,ended,-6.0,,False
555808,281730,mobile,canceled,,,False
555898,352914,mobile,ended,,,False
555905,364925,mobile,ended,-4.0,,False
555915,313555,mobile,canceled,,,False
555926,292910,mobile,ended,36.0,,False
555957,379392,mobile,ended,618.0,,True
556067,379324,mobile,canceled,,,False
556118,408988,mobile,canceled,,,False
556249,402528,connect,ended,-24.0,,False
556276,386986,mobile,ended,-86.0,,False
556282,305819,mobile,ended,186.0,,False
556300,208739,mobile,ended,105.0,,False
556401,339138,connect,ended,62.0,0.0,False
556419,406609,mobile,canceled,,,False
556481,314456,connect,ended,,,False
556614,301750,mobile,ended,92.0,,False
556752,361455,mobile,ended,64.0,,False
556794,371159,connect,ended,-116.0,,False
556864,293910,mobile,canceled,,,False
556950,284977,mobile,ended,147.0,,False
556979,201627,mobile,ended,19.0,,False
557023,302561,connect,ended,-25.0,60.0,False
557029,305992,mobile,ended,,,False
557043,398003,mobile,ended,,,False
557046,336798,mobile,ended,275.0,,True
557088,364882,connect,canceled,,,False
557098,403710,connect,ended,214.0,,False
557122,357612,mobile,canceled,,,False
557312,353251,mobile,ended,-2.0,,False
557474,409206,mobile,ended,-246.0,,True
557528,404571,mobile,ended,4.0,,False
557597,311695,mobile,canceled,,,False
557671,414201,mobile,ended,-54.0,,False
557966,407465,connect,ended,47.0,,False
558116,380813,mobile,ended,81.0,,False
558119,360459,mobile,canceled,,,False
558141,362862,mobile,ended,,,False
558220,356673,mobile,ended,-7.0,,False
